Country Name,Country Code,Series Name,Series Code,Scale (Precision),1990 [YR1990],2000 [YR2000],2010 [YR2010],2016 [YR2016]
El Salvador,SLV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),900,2140,3380,3920
El Salvador,SLV,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),14.98,29.03,42.98,52.18
El Salvador,SLV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),2850,4950,6970,8220
El Salvador,SLV,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),2.6,3.3,4.7,5.7
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),64,69,72,..
El Salvador,SLV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),3.9,2.9,2.1,1.9
El Salvador,SLV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),103,88,71,..
El Salvador,SLV,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,..,..,..
El Salvador,SLV,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,..,98,..
El Salvador,SLV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),59,32,20,..
El Salvador,SLV,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),11.1,9.6,6.6,5.0
El Salvador,SLV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),98,97,92,..
El Salvador,SLV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,91,105,..
El Salvador,SLV,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),100.0,113.9,120.9,109.2
El Salvador,SLV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),..,58,72,..
El Salvador,SLV,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,1,1,..
El Salvador,SLV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.1,0.4,0.6,0.5
El Salvador,SLV,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),3.8,3.3,2.9,..
El Salvador,SLV,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),0.0,0.0,,2.1
El Salvador,SLV,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),4.7,8.8,13.6,13.6
El Salvador,SLV,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),70,82,90,..
El Salvador,SLV,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),51,62,71,..
El Salvador,SLV,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),2.4,1.7,1.2,1.2
El Salvador,SLV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),470,676,689,..
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),0.48,0.98,1.03,..
El Salvador,SLV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),353,617,860,..
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),4.80,13.13,21.42,26.80
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),4.8,2.2,1.4,2.4
El Salvador,SLV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),4.7,3.1,2.3,0.5
El Salvador,SLV,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),17,10,13,11
El Salvador,SLV,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),27,32,27,27
El Salvador,SLV,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),55,58,61,62
El Salvador,SLV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),19,27,26,25
El Salvador,SLV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),31,42,43,39
El Salvador,SLV,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),14,17,13,14
El Salvador,SLV,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,139.5,19.0,18.7
El Salvador,SLV,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,19.8,-2.7,-1.2
El Salvador,SLV,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,17,16
El Salvador,SLV,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),24.1,52.8,65.3,79.2
El Salvador,SLV,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,95.2,13.6,15.1
El Salvador,SLV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),3.4,0.8,0.9,0.9
El Salvador,SLV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,12.5,123.8,145.3
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,1.2,15.9,26.9
El Salvador,SLV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,3,6,5
El Salvador,SLV,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,91,92
El Salvador,SLV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),38,60,60,57
El Salvador,SLV,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),84,100,76,..
El Salvador,SLV,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),2232,4535,11060,..
El Salvador,SLV,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),21.7,14.2,21.5,17.0
El Salvador,SLV,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
El Salvador,SLV,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),366,1764,3472,4594
El Salvador,SLV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),2,173,-113,486
El Salvador,SLV,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),347.3,179.9,281.6,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,Millions (0.00),0.43,0.61,0.95,1.22
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,Unit (0.0),3.0,4.1,4.5,3.8
Equatorial Guinea,GNQ,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),28.1,28.1,28.1,28.1
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),15.2,21.9,33.9,43.5
Equatorial Guinea,GNQ,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,,
Equatorial Guinea,GNQ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,,,
Equatorial Guinea,GNQ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),0.11,0.47,9.41,7.99
Equatorial Guinea,GNQ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),260,760,9890,6550
Equatorial Guinea,GNQ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),0.29,3.40,18.45,20.79
Equatorial Guinea,GNQ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),690,5530,19400,17020
Equatorial Guinea,GNQ,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,,,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),48,52,56,..
Equatorial Guinea,GNQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),5.9,5.8,5.2,4.7
Equatorial Guinea,GNQ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),134,131,118,..
Equatorial Guinea,GNQ,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,10,..,..
Equatorial Guinea,GNQ,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,65,..,..
Equatorial Guinea,GNQ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),190,152,111,..
Equatorial Guinea,GNQ,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),,15.7,5.6,
Equatorial Guinea,GNQ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),88,51,51,..
Equatorial Guinea,GNQ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,47,50,..
Equatorial Guinea,GNQ,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),149.7,104.9,81.6,79.1
Equatorial Guinea,GNQ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),..,31,..,..
Equatorial Guinea,GNQ,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,1,..,..
Equatorial Guinea,GNQ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.7,2.5,6.5,4.9
Equatorial Guinea,GNQ,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),18.6,17.4,16.3,..
Equatorial Guinea,GNQ,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),0.6,1.6,,2.1
Equatorial Guinea,GNQ,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),0.0,0.1,,0.1
Equatorial Guinea,GNQ,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),..,47,48,..
Equatorial Guinea,GNQ,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),..,80,76,..
Equatorial Guinea,GNQ,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),5.9,4.0,4.8,4.3
Equatorial Guinea,GNQ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),..,..,..,..
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),0.28,0.74,4.92,..
Equatorial Guinea,GNQ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),..,..,..,..
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),0.11,1.05,16.30,10.18
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),-1.8,18.2,-8.9,-9.7
Equatorial Guinea,GNQ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),10.4,64.7,24.9,-7.1
Equatorial Guinea,GNQ,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),..,..,1,3
Equatorial Guinea,GNQ,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),..,..,75,54
Equatorial Guinea,GNQ,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),..,..,24,43
Equatorial Guinea,GNQ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),39,122,86,55
Equatorial Guinea,GNQ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),164,212,59,44
Equatorial Guinea,GNQ,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),118,131,38,10
Equatorial Guinea,GNQ,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,,33.4,
Equatorial Guinea,GNQ,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,,-6.5,
Equatorial Guinea,GNQ,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,155,134
Equatorial Guinea,GNQ,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),36.8,4.7,1.1,23.2
Equatorial Guinea,GNQ,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,,12.8,
Equatorial Guinea,GNQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),,,2.5,0.2
Equatorial Guinea,GNQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,1.0,57.4,66.7
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,0.1,6.0,21.3
Equatorial Guinea,GNQ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,..,..,..
Equatorial Guinea,GNQ,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,32,46
Equatorial Guinea,GNQ,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),112,148,93,75
Equatorial Guinea,GNQ,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),38,100,206,..
Equatorial Guinea,GNQ,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),..,..,..,..
Equatorial Guinea,GNQ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,,,
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Equatorial Guinea,GNQ,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),..,..,..,..
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),11,154,2734,..
Equatorial Guinea,GNQ,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),60.2,21.3,85.1,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,Millions (0.00),3.11,3.39,4.39,..
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,Unit (0.0),1.3,2.7,1.9,
Eritrea,ERI,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),..,117.6,117.6,117.6
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),30.7,33.6,43.5,
Eritrea,ERI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),69.0,..,,
Eritrea,ERI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,..,,
Eritrea,ERI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),..,0.70,1.79,..
Eritrea,ERI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),..,210,410,..
Eritrea,ERI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),..,4.52,6.04,..
Eritrea,ERI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),..,1330,1370,..
Eritrea,ERI,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,..,,
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),48,56,61,..
Eritrea,ERI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),6.4,5.3,4.6,4.2
Eritrea,ERI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),110,89,67,..
Eritrea,ERI,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,..,8,..
Eritrea,ERI,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,..,34,..
Eritrea,ERI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),151,89,56,..
Eritrea,ERI,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),36.9,..,38.8,
Eritrea,ERI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),..,76,99,..
Eritrea,ERI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,33,44,..
Eritrea,ERI,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),22.1,54.6,48.9,49.6
Eritrea,ERI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),..,23,34,..
Eritrea,ERI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,1,1,..
Eritrea,ERI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.5,1.6,0.8,0.6
Eritrea,ERI,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),16.2,15.8,15.3,..
Eritrea,ERI,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),3.0,3.0,,3.1
Eritrea,ERI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,..,20.8,20.8
Eritrea,ERI,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),47,51,56,..
Eritrea,ERI,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),9,11,15,..
Eritrea,ERI,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),2.1,4.0,3.6,
Eritrea,ERI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),..,209,169,..
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),..,0.18,0.12,..
Eritrea,ERI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),..,51,62,..
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),..,0.71,2.12,..
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),13.5,-3.1,2.2,
Eritrea,ERI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),-1.4,25.0,11.6,
Eritrea,ERI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),..,13,..,..
Eritrea,ERI,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),..,20,..,..
Eritrea,ERI,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),..,66,..,..
Eritrea,ERI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),..,10,5,..
Eritrea,ERI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),..,58,23,..
Eritrea,ERI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),..,22,9,..
Eritrea,ERI,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,..,,
Eritrea,ERI,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,..,,
Eritrea,ERI,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,84,84
Eritrea,ERI,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),,150.5,114.4,
Eritrea,ERI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,..,,
Eritrea,ERI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),22.0,32.7,,
Eritrea,ERI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,0,3.2,7.0
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,0.1,0.6,1.1
Eritrea,ERI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,0,..,..
Eritrea,ERI,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,32,29
Eritrea,ERI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),..,72,32,..
Eritrea,ERI,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,100,85,..
Eritrea,ERI,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),..,329695000,1042,..
Eritrea,ERI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,4.3,,
Eritrea,ERI,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Eritrea,ERI,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),..,3284751,..,..
Eritrea,ERI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),..,27870107,91,..
Eritrea,ERI,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),4.5,178020000.0,162.3,..
Estonia,EST,"Population, total",SP.POP.TOTL,Millions (0.00),1.57,1.40,1.33,1.32
Estonia,EST,Population growth (annual %),SP.POP.GROW,Unit (0.0),0.1,0.5,-0.2,0.1
Estonia,EST,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),45.2,45.2,45.2,45.2
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),37.0,33.0,31.4,31.1
Estonia,EST,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,21.8,21.8
Estonia,EST,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),0.1,1.4,0.9,
Estonia,EST,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),..,5.80,19.36,23.37
Estonia,EST,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),..,4150,14540,17750
Estonia,EST,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),..,12.66,27.26,38.07
Estonia,EST,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),..,9060,20480,28920
Estonia,EST,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),10.0,6.9,7.1,
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),69,70,75,..
Estonia,EST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),2.1,1.4,1.7,1.5
Estonia,EST,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),46,26,19,..
Estonia,EST,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),..,..,..,..
Estonia,EST,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,100,99,..
Estonia,EST,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),20,11,5,..
Estonia,EST,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),,,,
Estonia,EST,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),..,93,95,..
Estonia,EST,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,96,101,..
Estonia,EST,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),93.5,103.0,103.0,98.4
Estonia,EST,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),105,94,105,..
Estonia,EST,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),..,1,1,..
Estonia,EST,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),,,,
Estonia,EST,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),22.1,22.4,22.3,..
Estonia,EST,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),0.6,3.6,,19.9
Estonia,EST,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),20.7,11.1,12.8,13.5
Estonia,EST,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),99,99,100,..
Estonia,EST,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),97,97,97,..
Estonia,EST,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),-0.2,0.2,-0.4,0.0
Estonia,EST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),6233,3375,4223,..
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),..,10.64,13.60,..
Estonia,EST,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),5756,4540,6506,..
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),..,5.69,19.49,23.14
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),,10.6,2.3,1.6
Estonia,EST,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),,3.8,1.7,1.7
Estonia,EST,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),..,5,3,3
Estonia,EST,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),..,28,28,27
